序号,功能码,地址,名字,数据类型,倍率,偏移,单位
2387.0,4,4823,簇2单体SOC233,UINT,1.0,0.0,%
2388.0,4,4824,簇2单体SOC234,UINT,1.0,0.0,%
2389.0,4,4825,簇2单体SOC235,UINT,1.0,0.0,%
2390.0,4,4826,簇2单体SOC236,UINT,1.0,0.0,%
2391.0,4,4827,簇2单体SOC237,UINT,1.0,0.0,%
2392.0,4,4828,簇2单体SOC238,UINT,1.0,0.0,%
2393.0,4,4829,簇2单体SOC239,UINT,1.0,0.0,%
2394.0,4,4830,簇2单体SOC240,UINT,1.0,0.0,%
2395.0,4,5291,簇2单体SOH001,UINT,1.0,0.0,%
2396.0,4,5292,簇2单体SOH002,UINT,1.0,0.0,%
2397.0,4,5293,簇2单体SOH003,UINT,1.0,0.0,%
2398.0,4,5294,簇2单体SOH004,UINT,1.0,0.0,%
2399.0,4,5295,簇2单体SOH005,UINT,1.0,0.0,%
2400.0,4,5296,簇2单体SOH006,UINT,1.0,0.0,%
2401.0,4,5297,簇2单体SOH007,UINT,1.0,0.0,%
2402.0,4,5298,簇2单体SOH008,UINT,1.0,0.0,%
2403.0,4,5299,簇2单体SOH009,UINT,1.0,0.0,%
2404.0,4,5300,簇2单体SOH010,UINT,1.0,0.0,%
2405.0,4,5301,簇2单体SOH011,UINT,1.0,0.0,%
2406.0,4,5302,簇2单体SOH012,UINT,1.0,0.0,%
2407.0,4,5303,簇2单体SOH013,UINT,1.0,0.0,%
2408.0,4,5304,簇2单体SOH014,UINT,1.0,0.0,%
2409.0,4,5305,簇2单体SOH015,UINT,1.0,0.0,%
2410.0,4,5306,簇2单体SOH016,UINT,1.0,0.0,%
2411.0,4,5307,簇2单体SOH017,UINT,1.0,0.0,%
2412.0,4,5308,簇2单体SOH018,UINT,1.0,0.0,%
2413.0,4,5309,簇2单体SOH019,UINT,1.0,0.0,%
2414.0,4,5310,簇2单体SOH020,UINT,1.0,0.0,%
2415.0,4,5311,簇2单体SOH021,UINT,1.0,0.0,%
2416.0,4,5312,簇2单体SOH022,UINT,1.0,0.0,%
2417.0,4,5313,簇2单体SOH023,UINT,1.0,0.0,%
2418.0,4,5314,簇2单体SOH024,UINT,1.0,0.0,%
2419.0,4,5315,簇2单体SOH025,UINT,1.0,0.0,%
2420.0,4,5316,簇2单体SOH026,UINT,1.0,0.0,%
2421.0,4,5317,簇2单体SOH027,UINT,1.0,0.0,%
2422.0,4,5318,簇2单体SOH028,UINT,1.0,0.0,%
2423.0,4,5319,簇2单体SOH029,UINT,1.0,0.0,%
2424.0,4,5320,簇2单体SOH030,UINT,1.0,0.0,%
2425.0,4,5321,簇2单体SOH031,UINT,1.0,0.0,%
2426.0,4,5322,簇2单体SOH032,UINT,1.0,0.0,%
2427.0,4,5323,簇2单体SOH033,UINT,1.0,0.0,%
2428.0,4,5324,簇2单体SOH034,UINT,1.0,0.0,%
2429.0,4,5325,簇2单体SOH035,UINT,1.0,0.0,%
2430.0,4,5326,簇2单体SOH036,UINT,1.0,0.0,%
2431.0,4,5327,簇2单体SOH037,UINT,1.0,0.0,%
2432.0,4,5328,簇2单体SOH038,UINT,1.0,0.0,%
2433.0,4,5329,簇2单体SOH039,UINT,1.0,0.0,%
2434.0,4,5330,簇2单体SOH040,UINT,1.0,0.0,%
2435.0,4,5331,簇2单体SOH041,UINT,1.0,0.0,%
2436.0,4,5332,簇2单体SOH042,UINT,1.0,0.0,%
2437.0,4,5333,簇2单体SOH043,UINT,1.0,0.0,%
2438.0,4,5334,簇2单体SOH044,UINT,1.0,0.0,%
2439.0,4,5335,簇2单体SOH045,UINT,1.0,0.0,%
2440.0,4,5336,簇2单体SOH046,UINT,1.0,0.0,%
2441.0,4,5337,簇2单体SOH047,UINT,1.0,0.0,%
2442.0,4,5338,簇2单体SOH048,UINT,1.0,0.0,%
2443.0,4,5339,簇2单体SOH049,UINT,1.0,0.0,%
2444.0,4,5340,簇2单体SOH050,UINT,1.0,0.0,%
2445.0,4,5341,簇2单体SOH051,UINT,1.0,0.0,%
2446.0,4,5342,簇2单体SOH052,UINT,1.0,0.0,%
2447.0,4,5343,簇2单体SOH053,UINT,1.0,0.0,%
2448.0,4,5344,簇2单体SOH054,UINT,1.0,0.0,%
2449.0,4,5345,簇2单体SOH055,UINT,1.0,0.0,%
2450.0,4,5346,簇2单体SOH056,UINT,1.0,0.0,%
2451.0,4,5347,簇2单体SOH057,UINT,1.0,0.0,%
2452.0,4,5348,簇2单体SOH058,UINT,1.0,0.0,%
2453.0,4,5349,簇2单体SOH059,UINT,1.0,0.0,%
2454.0,4,5350,簇2单体SOH060,UINT,1.0,0.0,%
2455.0,4,5351,簇2单体SOH061,UINT,1.0,0.0,%
2456.0,4,5352,簇2单体SOH062,UINT,1.0,0.0,%
2457.0,4,5353,簇2单体SOH063,UINT,1.0,0.0,%
2458.0,4,5354,簇2单体SOH064,UINT,1.0,0.0,%
2459.0,4,5355,簇2单体SOH065,UINT,1.0,0.0,%
2460.0,4,5356,簇2单体SOH066,UINT,1.0,0.0,%
2461.0,4,5357,簇2单体SOH067,UINT,1.0,0.0,%
2462.0,4,5358,簇2单体SOH068,UINT,1.0,0.0,%
2463.0,4,5359,簇2单体SOH069,UINT,1.0,0.0,%
2464.0,4,5360,簇2单体SOH070,UINT,1.0,0.0,%
2465.0,4,5361,簇2单体SOH071,UINT,1.0,0.0,%
2466.0,4,5362,簇2单体SOH072,UINT,1.0,0.0,%
2467.0,4,5363,簇2单体SOH073,UINT,1.0,0.0,%
2468.0,4,5364,簇2单体SOH074,UINT,1.0,0.0,%
2469.0,4,5365,簇2单体SOH075,UINT,1.0,0.0,%
2470.0,4,5366,簇2单体SOH076,UINT,1.0,0.0,%
2471.0,4,5367,簇2单体SOH077,UINT,1.0,0.0,%
2472.0,4,5368,簇2单体SOH078,UINT,1.0,0.0,%
2473.0,4,5369,簇2单体SOH079,UINT,1.0,0.0,%
2474.0,4,5370,簇2单体SOH080,UINT,1.0,0.0,%
2475.0,4,5371,簇2单体SOH081,UINT,1.0,0.0,%
2476.0,4,5372,簇2单体SOH082,UINT,1.0,0.0,%
2477.0,4,5373,簇2单体SOH083,UINT,1.0,0.0,%
2478.0,4,5374,簇2单体SOH084,UINT,1.0,0.0,%
2479.0,4,5375,簇2单体SOH085,UINT,1.0,0.0,%
2480.0,4,5376,簇2单体SOH086,UINT,1.0,0.0,%
2481.0,4,5377,簇2单体SOH087,UINT,1.0,0.0,%
2482.0,4,5378,簇2单体SOH088,UINT,1.0,0.0,%
2483.0,4,5379,簇2单体SOH089,UINT,1.0,0.0,%
2484.0,4,5380,簇2单体SOH090,UINT,1.0,0.0,%
2485.0,4,5381,簇2单体SOH091,UINT,1.0,0.0,%
2486.0,4,5382,簇2单体SOH092,UINT,1.0,0.0,%
2487.0,4,5383,簇2单体SOH093,UINT,1.0,0.0,%
2488.0,4,5384,簇2单体SOH094,UINT,1.0,0.0,%
2489.0,4,5385,簇2单体SOH095,UINT,1.0,0.0,%
2490.0,4,5386,簇2单体SOH096,UINT,1.0,0.0,%
2491.0,4,5387,簇2单体SOH097,UINT,1.0,0.0,%
2492.0,4,5388,簇2单体SOH098,UINT,1.0,0.0,%
2493.0,4,5389,簇2单体SOH099,UINT,1.0,0.0,%
2494.0,4,5390,簇2单体SOH100,UINT,1.0,0.0,%
2495.0,4,5391,簇2单体SOH101,UINT,1.0,0.0,%
2496.0,4,5392,簇2单体SOH102,UINT,1.0,0.0,%
2497.0,4,5393,簇2单体SOH103,UINT,1.0,0.0,%
2498.0,4,5394,簇2单体SOH104,UINT,1.0,0.0,%
2499.0,4,5395,簇2单体SOH105,UINT,1.0,0.0,%
2500.0,4,5396,簇2单体SOH106,UINT,1.0,0.0,%
2501.0,4,5397,簇2单体SOH107,UINT,1.0,0.0,%
2502.0,4,5398,簇2单体SOH108,UINT,1.0,0.0,%
2503.0,4,5399,簇2单体SOH109,UINT,1.0,0.0,%
2504.0,4,5400,簇2单体SOH110,UINT,1.0,0.0,%
2505.0,4,5401,簇2单体SOH111,UINT,1.0,0.0,%
2506.0,4,5402,簇2单体SOH112,UINT,1.0,0.0,%
2507.0,4,5403,簇2单体SOH113,UINT,1.0,0.0,%
2508.0,4,5404,簇2单体SOH114,UINT,1.0,0.0,%
2509.0,4,5405,簇2单体SOH115,UINT,1.0,0.0,%
2510.0,4,5406,簇2单体SOH116,UINT,1.0,0.0,%
2511.0,4,5407,簇2单体SOH117,UINT,1.0,0.0,%
2512.0,4,5408,簇2单体SOH118,UINT,1.0,0.0,%
2513.0,4,5409,簇2单体SOH119,UINT,1.0,0.0,%
2514.0,4,5410,簇2单体SOH120,UINT,1.0,0.0,%
2515.0,4,5411,簇2单体SOH121,UINT,1.0,0.0,%
2516.0,4,5412,簇2单体SOH122,UINT,1.0,0.0,%
2517.0,4,5413,簇2单体SOH123,UINT,1.0,0.0,%
2518.0,4,5414,簇2单体SOH124,UINT,1.0,0.0,%
2519.0,4,5415,簇2单体SOH125,UINT,1.0,0.0,%
2520.0,4,5416,簇2单体SOH126,UINT,1.0,0.0,%
2521.0,4,5417,簇2单体SOH127,UINT,1.0,0.0,%
2522.0,4,5418,簇2单体SOH128,UINT,1.0,0.0,%
2523.0,4,5419,簇2单体SOH129,UINT,1.0,0.0,%
2524.0,4,5420,簇2单体SOH130,UINT,1.0,0.0,%
2525.0,4,5421,簇2单体SOH131,UINT,1.0,0.0,%
2526.0,4,5422,簇2单体SOH132,UINT,1.0,0.0,%
2527.0,4,5423,簇2单体SOH133,UINT,1.0,0.0,%
2528.0,4,5424,簇2单体SOH134,UINT,1.0,0.0,%
2529.0,4,5425,簇2单体SOH135,UINT,1.0,0.0,%
2530.0,4,5426,簇2单体SOH136,UINT,1.0,0.0,%
2531.0,4,5427,簇2单体SOH137,UINT,1.0,0.0,%
2532.0,4,5428,簇2单体SOH138,UINT,1.0,0.0,%
2533.0,4,5429,簇2单体SOH139,UINT,1.0,0.0,%
2534.0,4,5430,簇2单体SOH140,UINT,1.0,0.0,%
2535.0,4,5431,簇2单体SOH141,UINT,1.0,0.0,%
2536.0,4,5432,簇2单体SOH142,UINT,1.0,0.0,%
2537.0,4,5433,簇2单体SOH143,UINT,1.0,0.0,%
2538.0,4,5434,簇2单体SOH144,UINT,1.0,0.0,%
2539.0,4,5435,簇2单体SOH145,UINT,1.0,0.0,%
2540.0,4,5436,簇2单体SOH146,UINT,1.0,0.0,%
2541.0,4,5437,簇2单体SOH147,UINT,1.0,0.0,%
2542.0,4,5438,簇2单体SOH148,UINT,1.0,0.0,%
2543.0,4,5439,簇2单体SOH149,UINT,1.0,0.0,%
2544.0,4,5440,簇2单体SOH150,UINT,1.0,0.0,%
2545.0,4,5441,簇2单体SOH151,UINT,1.0,0.0,%
2546.0,4,5442,簇2单体SOH152,UINT,1.0,0.0,%
2547.0,4,5443,簇2单体SOH153,UINT,1.0,0.0,%
2548.0,4,5444,簇2单体SOH154,UINT,1.0,0.0,%
2549.0,4,5445,簇2单体SOH155,UINT,1.0,0.0,%
2550.0,4,5446,簇2单体SOH156,UINT,1.0,0.0,%
2551.0,4,5447,簇2单体SOH157,UINT,1.0,0.0,%
2552.0,4,5448,簇2单体SOH158,UINT,1.0,0.0,%
2553.0,4,5449,簇2单体SOH159,UINT,1.0,0.0,%
2554.0,4,5450,簇2单体SOH160,UINT,1.0,0.0,%
2555.0,4,5451,簇2单体SOH161,UINT,1.0,0.0,%
2556.0,4,5452,簇2单体SOH162,UINT,1.0,0.0,%
2557.0,4,5453,簇2单体SOH163,UINT,1.0,0.0,%
2558.0,4,5454,簇2单体SOH164,UINT,1.0,0.0,%
2559.0,4,5455,簇2单体SOH165,UINT,1.0,0.0,%
2560.0,4,5456,簇2单体SOH166,UINT,1.0,0.0,%
2561.0,4,5457,簇2单体SOH167,UINT,1.0,0.0,%
2562.0,4,5458,簇2单体SOH168,UINT,1.0,0.0,%
2563.0,4,5459,簇2单体SOH169,UINT,1.0,0.0,%
2564.0,4,5460,簇2单体SOH170,UINT,1.0,0.0,%
2565.0,4,5461,簇2单体SOH171,UINT,1.0,0.0,%
2566.0,4,5462,簇2单体SOH172,UINT,1.0,0.0,%
2567.0,4,5463,簇2单体SOH173,UINT,1.0,0.0,%
2568.0,4,5464,簇2单体SOH174,UINT,1.0,0.0,%
2569.0,4,5465,簇2单体SOH175,UINT,1.0,0.0,%
2570.0,4,5466,簇2单体SOH176,UINT,1.0,0.0,%
2571.0,4,5467,簇2单体SOH177,UINT,1.0,0.0,%
2572.0,4,5468,簇2单体SOH178,UINT,1.0,0.0,%
2573.0,4,5469,簇2单体SOH179,UINT,1.0,0.0,%
2574.0,4,5470,簇2单体SOH180,UINT,1.0,0.0,%
2575.0,4,5471,簇2单体SOH181,UINT,1.0,0.0,%
2576.0,4,5472,簇2单体SOH182,UINT,1.0,0.0,%
2577.0,4,5473,簇2单体SOH183,UINT,1.0,0.0,%
2578.0,4,5474,簇2单体SOH184,UINT,1.0,0.0,%
2579.0,4,5475,簇2单体SOH185,UINT,1.0,0.0,%
2580.0,4,5476,簇2单体SOH186,UINT,1.0,0.0,%
2581.0,4,5477,簇2单体SOH187,UINT,1.0,0.0,%
2582.0,4,5478,簇2单体SOH188,UINT,1.0,0.0,%
2583.0,4,5479,簇2单体SOH189,UINT,1.0,0.0,%
2584.0,4,5480,簇2单体SOH190,UINT,1.0,0.0,%
2585.0,4,5481,簇2单体SOH191,UINT,1.0,0.0,%
2586.0,4,5482,簇2单体SOH192,UINT,1.0,0.0,%
2587.0,4,5483,簇2单体SOH193,UINT,1.0,0.0,%
2588.0,4,5484,簇2单体SOH194,UINT,1.0,0.0,%
2589.0,4,5485,簇2单体SOH195,UINT,1.0,0.0,%
2590.0,4,5486,簇2单体SOH196,UINT,1.0,0.0,%
2591.0,4,5487,簇2单体SOH197,UINT,1.0,0.0,%
2592.0,4,5488,簇2单体SOH198,UINT,1.0,0.0,%
2593.0,4,5489,簇2单体SOH199,UINT,1.0,0.0,%
2594.0,4,5490,簇2单体SOH200,UINT,1.0,0.0,%
2595.0,4,5491,簇2单体SOH201,UINT,1.0,0.0,%
2596.0,4,5492,簇2单体SOH202,UINT,1.0,0.0,%
2597.0,4,5493,簇2单体SOH203,UINT,1.0,0.0,%
2598.0,4,5494,簇2单体SOH204,UINT,1.0,0.0,%
2599.0,4,5495,簇2单体SOH205,UINT,1.0,0.0,%
2600.0,4,5496,簇2单体SOH206,UINT,1.0,0.0,%
2601.0,4,5497,簇2单体SOH207,UINT,1.0,0.0,%
2602.0,4,5498,簇2单体SOH208,UINT,1.0,0.0,%
2603.0,4,5499,簇2单体SOH209,UINT,1.0,0.0,%
2604.0,4,5500,簇2单体SOH210,UINT,1.0,0.0,%
2605.0,4,5501,簇2单体SOH211,UINT,1.0,0.0,%
2606.0,4,5502,簇2单体SOH212,UINT,1.0,0.0,%
2607.0,4,5503,簇2单体SOH213,UINT,1.0,0.0,%
2608.0,4,5504,簇2单体SOH214,UINT,1.0,0.0,%
2609.0,4,5505,簇2单体SOH215,UINT,1.0,0.0,%
2610.0,4,5506,簇2单体SOH216,UINT,1.0,0.0,%
2611.0,4,5507,簇2单体SOH217,UINT,1.0,0.0,%
2612.0,4,5508,簇2单体SOH218,UINT,1.0,0.0,%
2613.0,4,5509,簇2单体SOH219,UINT,1.0,0.0,%
2614.0,4,5510,簇2单体SOH220,UINT,1.0,0.0,%
2615.0,4,5511,簇2单体SOH221,UINT,1.0,0.0,%
2616.0,4,5512,簇2单体SOH222,UINT,1.0,0.0,%
2617.0,4,5513,簇2单体SOH223,UINT,1.0,0.0,%
2618.0,4,5514,簇2单体SOH224,UINT,1.0,0.0,%
2619.0,4,5515,簇2单体SOH225,UINT,1.0,0.0,%
2620.0,4,5516,簇2单体SOH226,UINT,1.0,0.0,%
2621.0,4,5517,簇2单体SOH227,UINT,1.0,0.0,%
2622.0,4,5518,簇2单体SOH228,UINT,1.0,0.0,%
2623.0,4,5519,簇2单体SOH229,UINT,1.0,0.0,%
2624.0,4,5520,簇2单体SOH230,UINT,1.0,0.0,%
2625.0,4,5521,簇2单体SOH231,UINT,1.0,0.0,%
2626.0,4,5522,簇2单体SOH232,UINT,1.0,0.0,%
2627.0,4,5523,簇2单体SOH233,UINT,1.0,0.0,%
2628.0,4,5524,簇2单体SOH234,UINT,1.0,0.0,%
2629.0,4,5525,簇2单体SOH235,UINT,1.0,0.0,%
2630.0,4,5526,簇2单体SOH236,UINT,1.0,0.0,%
2631.0,4,5527,簇2单体SOH237,UINT,1.0,0.0,%
2632.0,4,5528,簇2单体SOH238,UINT,1.0,0.0,%
2633.0,4,5529,簇2单体SOH239,UINT,1.0,0.0,%
2634.0,4,5530,簇2单体SOH240,UINT,1.0,0.0,%
2635.0,4,6100,簇3电池簇状态,UINT,1.0,0.0,
2636.0,4,6101,簇3允许充电最大功率,UINT,10.0,0.0,kW
2637.0,4,6102,簇3允许放电最大功率,UINT,10.0,0.0,kW
2638.0,4,6103,簇3允许充电最大电压,UINT,10.0,0.0,V
2639.0,4,6104,簇3允许放电最大电压,UINT,10.0,0.0,V
2640.0,4,6105,簇3允许充电最大电流,UINT,10.0,0.0,A
2641.0,4,6106,簇3允许放电最大电流,UINT,10.0,0.0,A
2642.0,4,6107,簇3DI1,UINT,1.0,0.0,
2643.0,4,6108,簇3DI2,UINT,1.0,0.0,
2644.0,4,6109,簇3DI3,UINT,1.0,0.0,
2645.0,4,6110,簇3DI4,UINT,1.0,0.0,
2646.0,4,6111,簇3DI5,UINT,1.0,0.0,
2647.0,4,6112,簇3DI6,UINT,1.0,0.0,
2648.0,4,6113,簇3DI7,UINT,1.0,0.0,
2649.0,4,6114,簇3DI8,UINT,1.0,0.0,
2650.0,4,6115,簇3组电压,UINT,10.0,0.0,V
2651.0,4,6116,簇3组电流,UINT,10.0,-1600.0,A
2652.0,4,6117,簇3模块温度,UINT,1.0,-40.0,℃
2653.0,4,6118,簇3组SOC,UINT,1.0,0.0,
2654.0,4,6119,簇3组SOH,UINT,1.0,0.0,
2655.0,4,6120,簇3组绝缘电阻,UINT,1.0,0.0,kΩ
2656.0,4,6121,簇3平均单体电压,UINT,1000.0,0.0,V
2657.0,4,6122,簇3平均单体温度,UINT,1.0,-40.0,℃
2658.0,4,6123,簇3最高单体电压,UINT,1000.0,0.0,V
2659.0,4,6124,簇3最高单体电压对应点号,UINT,1.0,0.0,
2660.0,4,6125,簇3最低单体电压,UINT,1000.0,0.0,V
2661.0,4,6126,簇3最低单体电压对应点号,UINT,1.0,0.0,
2662.0,4,6127,簇3最高单体温度,UINT,1.0,-40.0,℃
2663.0,4,6128,簇3最高单体温度对应点号,UINT,1.0,0.0,
2664.0,4,6129,簇3最低单体温度,UINT,1.0,-40.0,℃
2665.0,4,6130,簇3最低单体温度对应点号,UINT,1.0,0.0,
2666.0,4,6131,簇3最高单体SOC,UINT,1.0,0.0,%
2667.0,4,6132,簇3最高单体SOC对应点号,UINT,1.0,0.0,
2668.0,4,6133,簇3最低单体SOC,UINT,1.0,0.0,%
2669.0,4,6134,簇3最低单体SOC对应点号,UINT,1.0,0.0,
2670.0,4,6135,簇3最高单体SOH,UINT,1.0,0.0,%
2671.0,4,6136,簇3最高单体SOH对应点号,UINT,1.0,0.0,
2672.0,4,6137,簇3最低单体SOH,UINT,1.0,0.0,%
2673.0,4,6138,簇3最低单体SOH对应点号,UINT,1.0,0.0,
2674.0,4,6139,簇3累计充电电量,UINT32,10.0,0.0,kWh
2675.0,4,6141,簇3累计放电电量,UINT32,10.0,0.0,kWh
2676.0,4,6143,簇3单次累计充电电量,UINT32,10.0,0.0,kWh
2677.0,4,6145,簇3单次累计放电电量,UINT32,10.0,0.0,kWh
2678.0,4,6147,簇3可充电量,UINT32,10.0,0.0,kWh
2679.0,4,6149,簇3可放电量,UINT32,10.0,0.0,kWh
2680.0,4,6151,簇3箱1SOC,UINT,1.0,0.0,%
2681.0,4,6152,簇3箱2SOC,UINT,1.0,0.0,%
2682.0,4,6153,簇3箱3SOC,UINT,1.0,0.0,%
2683.0,4,6154,簇3箱4SOC,UINT,1.0,0.0,%
2684.0,4,6155,簇3箱5SOC,UINT,1.0,0.0,%
2685.0,4,6156,簇3箱6SOC,UINT,1.0,0.0,%
2686.0,4,6157,簇3箱7SOC,UINT,1.0,0.0,%
2687.0,4,6158,簇3箱8SOC,UINT,1.0,0.0,%
2688.0,4,6159,簇3箱9SOC,UINT,1.0,0.0,%
2689.0,4,6160,簇3箱10SOC,UINT,1.0,0.0,%
2690.0,4,6161,簇3箱11SOC,UINT,1.0,0.0,%
2691.0,4,6162,簇3箱12SOC,UINT,1.0,0.0,%
2692.0,4,6163,簇3箱13SOC,UINT,1.0,0.0,%
2693.0,4,6164,簇3箱14SOC,UINT,1.0,0.0,%
2694.0,4,6165,簇3箱15SOC,UINT,1.0,0.0,%
2695.0,4,6166,簇3箱16SOC,UINT,1.0,0.0,%
2696.0,4,6191,簇3单体电压001,UINT,1000.0,0.0,V
2697.0,4,6192,簇3单体电压002,UINT,1000.0,0.0,V
2698.0,4,6193,簇3单体电压003,UINT,1000.0,0.0,V
2699.0,4,6194,簇3单体电压004,UINT,1000.0,0.0,V
2700.0,4,6195,簇3单体电压005,UINT,1000.0,0.0,V
2701.0,4,6196,簇3单体电压006,UINT,1000.0,0.0,V
2702.0,4,6197,簇3单体电压007,UINT,1000.0,0.0,V
2703.0,4,6198,簇3单体电压008,UINT,1000.0,0.0,V
2704.0,4,6199,簇3单体电压009,UINT,1000.0,0.0,V
2705.0,4,6200,簇3单体电压010,UINT,1000.0,0.0,V
2706.0,4,6201,簇3单体电压011,UINT,1000.0,0.0,V
2707.0,4,6202,簇3单体电压012,UINT,1000.0,0.0,V
2708.0,4,6203,簇3单体电压013,UINT,1000.0,0.0,V
2709.0,4,6204,簇3单体电压014,UINT,1000.0,0.0,V
2710.0,4,6205,簇3单体电压015,UINT,1000.0,0.0,V
2711.0,4,6206,簇3单体电压016,UINT,1000.0,0.0,V
2712.0,4,6207,簇3单体电压017,UINT,1000.0,0.0,V
2713.0,4,6208,簇3单体电压018,UINT,1000.0,0.0,V
2714.0,4,6209,簇3单体电压019,UINT,1000.0,0.0,V
2715.0,4,6210,簇3单体电压020,UINT,1000.0,0.0,V
2716.0,4,6211,簇3单体电压021,UINT,1000.0,0.0,V
2717.0,4,6212,簇3单体电压022,UINT,1000.0,0.0,V
2718.0,4,6213,簇3单体电压023,UINT,1000.0,0.0,V
2719.0,4,6214,簇3单体电压024,UINT,1000.0,0.0,V
2720.0,4,6215,簇3单体电压025,UINT,1000.0,0.0,V
2721.0,4,6216,簇3单体电压026,UINT,1000.0,0.0,V
2722.0,4,6217,簇3单体电压027,UINT,1000.0,0.0,V
2723.0,4,6218,簇3单体电压028,UINT,1000.0,0.0,V
2724.0,4,6219,簇3单体电压029,UINT,1000.0,0.0,V
2725.0,4,6220,簇3单体电压030,UINT,1000.0,0.0,V
2726.0,4,6221,簇3单体电压031,UINT,1000.0,0.0,V
2727.0,4,6222,簇3单体电压032,UINT,1000.0,0.0,V
2728.0,4,6223,簇3单体电压033,UINT,1000.0,0.0,V
2729.0,4,6224,簇3单体电压034,UINT,1000.0,0.0,V
2730.0,4,6225,簇3单体电压035,UINT,1000.0,0.0,V
2731.0,4,6226,簇3单体电压036,UINT,1000.0,0.0,V
2732.0,4,6227,簇3单体电压037,UINT,1000.0,0.0,V
2733.0,4,6228,簇3单体电压038,UINT,1000.0,0.0,V
2734.0,4,6229,簇3单体电压039,UINT,1000.0,0.0,V
2735.0,4,6230,簇3单体电压040,UINT,1000.0,0.0,V
2736.0,4,6231,簇3单体电压041,UINT,1000.0,0.0,V
2737.0,4,6232,簇3单体电压042,UINT,1000.0,0.0,V
2738.0,4,6233,簇3单体电压043,UINT,1000.0,0.0,V
2739.0,4,6234,簇3单体电压044,UINT,1000.0,0.0,V
2740.0,4,6235,簇3单体电压045,UINT,1000.0,0.0,V
2741.0,4,6236,簇3单体电压046,UINT,1000.0,0.0,V
2742.0,4,6237,簇3单体电压047,UINT,1000.0,0.0,V
2743.0,4,6238,簇3单体电压048,UINT,1000.0,0.0,V
2744.0,4,6239,簇3单体电压049,UINT,1000.0,0.0,V
2745.0,4,6240,簇3单体电压050,UINT,1000.0,0.0,V
2746.0,4,6241,簇3单体电压051,UINT,1000.0,0.0,V
2747.0,4,6242,簇3单体电压052,UINT,1000.0,0.0,V
2748.0,4,6243,簇3单体电压053,UINT,1000.0,0.0,V
2749.0,4,6244,簇3单体电压054,UINT,1000.0,0.0,V
2750.0,4,6245,簇3单体电压055,UINT,1000.0,0.0,V
2751.0,4,6246,簇3单体电压056,UINT,1000.0,0.0,V
2752.0,4,6247,簇3单体电压057,UINT,1000.0,0.0,V
2753.0,4,6248,簇3单体电压058,UINT,1000.0,0.0,V
2754.0,4,6249,簇3单体电压059,UINT,1000.0,0.0,V
2755.0,4,6250,簇3单体电压060,UINT,1000.0,0.0,V
2756.0,4,6251,簇3单体电压061,UINT,1000.0,0.0,V
2757.0,4,6252,簇3单体电压062,UINT,1000.0,0.0,V
2758.0,4,6253,簇3单体电压063,UINT,1000.0,0.0,V
2759.0,4,6254,簇3单体电压064,UINT,1000.0,0.0,V
2760.0,4,6255,簇3单体电压065,UINT,1000.0,0.0,V
2761.0,4,6256,簇3单体电压066,UINT,1000.0,0.0,V
2762.0,4,6257,簇3单体电压067,UINT,1000.0,0.0,V
2763.0,4,6258,簇3单体电压068,UINT,1000.0,0.0,V
2764.0,4,6259,簇3单体电压069,UINT,1000.0,0.0,V
2765.0,4,6260,簇3单体电压070,UINT,1000.0,0.0,V
2766.0,4,6261,簇3单体电压071,UINT,1000.0,0.0,V
2767.0,4,6262,簇3单体电压072,UINT,1000.0,0.0,V
2768.0,4,6263,簇3单体电压073,UINT,1000.0,0.0,V
2769.0,4,6264,簇3单体电压074,UINT,1000.0,0.0,V
2770.0,4,6265,簇3单体电压075,UINT,1000.0,0.0,V
2771.0,4,6266,簇3单体电压076,UINT,1000.0,0.0,V
2772.0,4,6267,簇3单体电压077,UINT,1000.0,0.0,V
2773.0,4,6268,簇3单体电压078,UINT,1000.0,0.0,V
2774.0,4,6269,簇3单体电压079,UINT,1000.0,0.0,V
2775.0,4,6270,簇3单体电压080,UINT,1000.0,0.0,V
2776.0,4,6271,簇3单体电压081,UINT,1000.0,0.0,V
2777.0,4,6272,簇3单体电压082,UINT,1000.0,0.0,V
2778.0,4,6273,簇3单体电压083,UINT,1000.0,0.0,V
2779.0,4,6274,簇3单体电压084,UINT,1000.0,0.0,V
2780.0,4,6275,簇3单体电压085,UINT,1000.0,0.0,V
2781.0,4,6276,簇3单体电压086,UINT,1000.0,0.0,V
2782.0,4,6277,簇3单体电压087,UINT,1000.0,0.0,V
2783.0,4,6278,簇3单体电压088,UINT,1000.0,0.0,V
2784.0,4,6279,簇3单体电压089,UINT,1000.0,0.0,V
2785.0,4,6280,簇3单体电压090,UINT,1000.0,0.0,V
2786.0,4,6281,簇3单体电压091,UINT,1000.0,0.0,V
2787.0,4,6282,簇3单体电压092,UINT,1000.0,0.0,V
2788.0,4,6283,簇3单体电压093,UINT,1000.0,0.0,V
2789.0,4,6284,簇3单体电压094,UINT,1000.0,0.0,V
2790.0,4,6285,簇3单体电压095,UINT,1000.0,0.0,V
2791.0,4,6286,簇3单体电压096,UINT,1000.0,0.0,V
2792.0,4,6287,簇3单体电压097,UINT,1000.0,0.0,V
2793.0,4,6288,簇3单体电压098,UINT,1000.0,0.0,V
2794.0,4,6289,簇3单体电压099,UINT,1000.0,0.0,V
2795.0,4,6290,簇3单体电压100,UINT,1000.0,0.0,V
